Div Name,School Name,Sch Type,"Low Grade","High Grade",Subject,PassRate
,,Middle,6,8,Mathematics,69
,,Middle,6,8,Science,88
,,Elem,PK,5,English: Reading,68
,,Elem,PK,5,History & Social Sciences,86
,,Elem,PK,5,Mathematics,79
,,Elem,PK,5,Science,91
,,High,9,12,English: Reading,81
,,High,9,12,English: Writing,83
,,High,9,12,History & Social Sciences,80
,,High,9,12,Mathematics,76
,,High,9,12,Science,77
,,Middle,6,8,English: Reading,69
,,Middle,6,8,English: Writing,62
,,Middle,6,8,History & Social Sciences,83
,,Middle,6,8,Mathematics,67
,,Middle,6,8,Science,72
,,Elem,KG,5,English: Reading,78
,,Elem,KG,5,History & Social Sciences,96
,,Elem,KG,5,Mathematics,86
,,Elem,KG,5,Science,81
,,Elem,KG,5,English: Reading,94
,,Elem,KG,5,History & Social Sciences,100
,,Elem,KG,5,Mathematics,97
,,Elem,KG,5,Science,100
,,Elem,KG,5,English: Reading,80
,,Elem,KG,5,History & Social Sciences,89
,,Elem,KG,5,Mathematics,82
,,Elem,KG,5,Science,85
,,Elem,KG,5,English: Reading,79
,,Elem,KG,5,History & Social Sciences,92
,,Elem,KG,5,Mathematics,86
,,Elem,KG,5,Science,90
,,Elem,KG,5,English: Reading,79
,,Elem,KG,5,History & Social Sciences,98
,,Elem,KG,5,Mathematics,84
,,Elem,KG,5,Science,94
,,High,8,12,English: Reading,94
,,High,8,12,English: Writing,87
,,High,8,12,History & Social Sciences,69
,,High,8,12,Mathematics,47
,,High,8,12,Science,64
,,Elem,4,7,English: Reading,71
,,Elem,4,7,English: Writing,57
,,Elem,4,7,History & Social Sciences,
,,Elem,4,7,Mathematics,69
,,Elem,4,7,Science,72
,,Elem,PK,3,English: Reading,65
,,Elem,PK,3,English: Writing,
,,Elem,PK,3,History & Social Sciences,80
,,Elem,PK,3,Mathematics,73
,,Elem,PK,3,Science,
,,Elem,PK,6,English: Reading,88
,,Elem,PK,6,History & Social Sciences,99
,,Elem,PK,6,Mathematics,86
,,Elem,PK,6,Science,89
,,High,9,12,English: Reading,87
,,High,9,12,English: Writing,87
,,High,9,12,History & Social Sciences,84
,,High,9,12,Mathematics,73
,,High,9,12,Science,81
,,Elem,PK,5,English: Reading,70
,,Elem,PK,5,History & Social Sciences,82
,,Elem,PK,5,Mathematics,67
,,Elem,PK,5,Science,81
,,Elem,PK,6,English: Reading,92
,,Elem,PK,6,History & Social Sciences,97
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,93
,,Elem,PK,6,English: Reading,80
,,Elem,PK,6,History & Social Sciences,93
,,Elem,PK,6,Mathematics,80
,,Elem,PK,6,Science,76
,,Elem,3,5,English: Reading,72
,,Elem,3,5,History & Social Sciences,92
,,Elem,3,5,Mathematics,66
,,Elem,3,5,Science,67
,,Elem,PK,5,English: Reading,72
,,Elem,PK,5,History & Social Sciences,97
,,Elem,PK,5,Mathematics,73
,,Elem,PK,5,Science,73
,,Elem,PK,6,English: Reading,77
,,Elem,PK,6,History & Social Sciences,95
,,Elem,PK,6,Mathematics,76
,,Elem,PK,6,Science,77
,,Elem,PK,5,English: Reading,87
,,Elem,PK,5,History & Social Sciences,98
,,Elem,PK,5,Mathematics,87
,,Elem,PK,5,Science,77
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,82
,,Elem,PK,6,Mathematics,84
,,Elem,PK,6,Science,82
,,Elem,PK,5,English: Reading,66
,,Elem,PK,5,History & Social Sciences,84
,,Elem,PK,5,Mathematics,68
,,Elem,PK,5,Science,54
,,Elem,PK,5,English: Reading,79
,,Elem,PK,5,History & Social Sciences,90
,,Elem,PK,5,Mathematics,86
,,Elem,PK,5,Science,74
,,Elem,PK,6,English: Reading,69
,,Elem,PK,6,History & Social Sciences,65
,,Elem,PK,6,Mathematics,78
,,Elem,PK,6,Science,79
,,Combined,7,12,English: Reading,75
,,Combined,7,12,English: Writing,58
,,Combined,7,12,History & Social Sciences,61
,,Combined,7,12,Mathematics,43
,,Combined,7,12,Science,50
,,Elem,PK,6,English: Reading,74
,,Elem,PK,6,History & Social Sciences,86
,,Elem,PK,6,Mathematics,76
,,Elem,PK,6,Science,83
,,Elem,PK,6,English: Reading,85
,,Elem,PK,6,History & Social Sciences,96
,,Elem,PK,6,Mathematics,86
,,Elem,PK,6,Science,75
,,Elem,PK,6,English: Reading,85
,,Elem,PK,6,History & Social Sciences,90
,,Elem,PK,6,Mathematics,86
,,Elem,PK,6,Science,79
,,Elem,PK,6,English: Reading,86
,,Elem,PK,6,History & Social Sciences,86
,,Elem,PK,6,Mathematics,92
,,Elem,PK,6,Science,86
,,Elem,PK,6,English: Reading,70
,,Elem,PK,6,History & Social Sciences,62
,,Elem,PK,6,Mathematics,63
,,Elem,PK,6,Science,67
,,Elem,PK,6,English: Reading,93
,,Elem,PK,6,History & Social Sciences,98
,,Elem,PK,6,Mathematics,94
,,Elem,PK,6,Science,88
,,Elem,PK,6,English: Reading,75
,,Elem,PK,6,History & Social Sciences,92
,,Elem,PK,6,Mathematics,76
,,Elem,PK,6,Science,81
,,Middle,7,8,English: Reading,94
,,Middle,7,8,English: Writing,92
,,Middle,7,8,History & Social Sciences,99
,,Middle,7,8,Mathematics,93
,,Middle,7,8,Science,95
,,Elem,PK,6,English: Reading,72
,,Elem,PK,6,History & Social Sciences,76
,,Elem,PK,6,Mathematics,76
,,Elem,PK,6,Science,73
,,Elem,PK,6,English: Reading,86
,,Elem,PK,6,History & Social Sciences,89
,,Elem,PK,6,Mathematics,87
,,Elem,PK,6,Science,75
,,High,9,12,English: Reading,94
,,High,9,12,English: Writing,92
,,High,9,12,History & Social Sciences,89
,,High,9,12,Mathematics,83
,,High,9,12,Science,90
,,High,9,12,English: Reading,96
,,High,9,12,English: Writing,93
,,High,9,12,History & Social Sciences,95
,,High,9,12,Mathematics,91
,,High,9,12,Science,93
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,69
,,Elem,PK,6,Mathematics,82
,,Elem,PK,6,Science,78
,,Elem,PK,6,English: Reading,92
,,Elem,PK,6,History & Social Sciences,96
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,90
,,Elem,PK,6,English: Reading,95
,,Elem,PK,6,History & Social Sciences,98
,,Elem,PK,6,Mathematics,95
,,Elem,PK,6,Science,95
,,Elem,PK,6,English: Reading,79
,,Elem,PK,6,History & Social Sciences,93
,,Elem,PK,6,Mathematics,80
,,Elem,PK,6,Science,66
,,Elem,PK,6,English: Reading,83
,,Elem,PK,6,History & Social Sciences,93
,,Elem,PK,6,Mathematics,82
,,Elem,PK,6,Science,67
,,Elem,PK,6,English: Reading,69
,,Elem,PK,6,History & Social Sciences,84
,,Elem,PK,6,Mathematics,69
,,Elem,PK,6,Science,62
,,Elem,PK,5,English: Reading,86
,,Elem,PK,5,History & Social Sciences,82
,,Elem,PK,5,Mathematics,81
,,Elem,PK,5,Science,79
,,Elem,PK,6,English: Reading,96
,,Elem,PK,6,History & Social Sciences,99
,,Elem,PK,6,Mathematics,96
,,Elem,PK,6,Science,93
,,Middle,7,8,English: Reading,96
,,Middle,7,8,English: Writing,95
,,Middle,7,8,History & Social Sciences,99
,,Middle,7,8,Mathematics,97
,,Middle,7,8,Science,96
,,Elem,PK,6,English: Reading,69
,,Elem,PK,6,History & Social Sciences,83
,,Elem,PK,6,Mathematics,64
,,Elem,PK,6,Science,72
,,Elem,PK,6,English: Reading,91
,,Elem,PK,6,History & Social Sciences,97
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,88
,,Elem,PK,6,English: Reading,83
,,Elem,PK,6,History & Social Sciences,88
,,Elem,PK,6,Mathematics,86
,,Elem,PK,6,Science,89
,,Elem,PK,6,English: Reading,83
,,Elem,PK,6,History & Social Sciences,81
,,Elem,PK,6,Mathematics,78
,,Elem,PK,6,Science,74
,,Elem,PK,6,English: Reading,76
,,Elem,PK,6,History & Social Sciences,82
,,Elem,PK,6,Mathematics,85
,,Elem,PK,6,Science,86
,,Elem,PK,6,English: Reading,80
,,Elem,PK,6,History & Social Sciences,87
,,Elem,PK,6,Mathematics,75
,,Elem,PK,6,Science,74
,,Elem,PK,6,English: Reading,65
,,Elem,PK,6,History & Social Sciences,96
,,Elem,PK,6,Mathematics,72
,,Elem,PK,6,Science,53
,,Elem,PK,6,English: Reading,80
,,Elem,PK,6,History & Social Sciences,76
,,Elem,PK,6,Mathematics,79
,,Elem,PK,6,Science,83
,,Elem,PK,6,English: Reading,82
,,Elem,PK,6,History & Social Sciences,91
,,Elem,PK,6,Mathematics,80
,,Elem,PK,6,Science,79
,,High,9,12,English: Reading,92
,,High,9,12,English: Writing,91
,,High,9,12,History & Social Sciences,87
,,High,9,12,Mathematics,76
,,High,9,12,Science,79
,,High,9,12,English: Reading,45
,,High,9,12,English: Writing,30
,,High,9,12,History & Social Sciences,65
,,High,9,12,Mathematics,42
,,High,9,12,Science,50
,,High,9,12,English: Reading,93
,,High,9,12,English: Writing,90
,,High,9,12,History & Social Sciences,92
,,High,9,12,Mathematics,76
,,High,9,12,Science,91
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,81
,,Elem,PK,6,Mathematics,80
,,Elem,PK,6,Science,81
,,Elem,PK,6,English: Reading,83
,,Elem,PK,6,History & Social Sciences,93
,,Elem,PK,6,Mathematics,87
,,Elem,PK,6,Science,91
,,Elem,PK,6,English: Reading,87
,,Elem,PK,6,History & Social Sciences,91
,,Elem,PK,6,Mathematics,91
,,Elem,PK,6,Science,86
,,High,9,12,English: Reading,91
,,High,9,12,English: Writing,87
,,High,9,12,History & Social Sciences,87
,,High,9,12,Mathematics,76
,,High,9,12,Science,80
,,Elem,PK,6,English: Reading,93
,,Elem,PK,6,History & Social Sciences,99
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,87
,,Elem,PK,6,English: Reading,96
,,Elem,PK,6,History & Social Sciences,99
,,Elem,PK,6,Mathematics,98
,,Elem,PK,6,Science,93
,,Elem,PK,6,English: Reading,82
,,Elem,PK,6,History & Social Sciences,84
,,Elem,PK,6,Mathematics,78
,,Elem,PK,6,Science,69
,,Elem,PK,6,English: Reading,77
,,Elem,PK,6,History & Social Sciences,73
,,Elem,PK,6,Mathematics,73
,,Elem,PK,6,Science,78
,,Elem,PK,6,English: Reading,96
,,Elem,PK,6,History & Social Sciences,100
,,Elem,PK,6,Mathematics,97
,,Elem,PK,6,Science,93
,,Elem,4,6,English: Reading,75
,,Elem,4,6,History & Social Sciences,80
,,Elem,4,6,Mathematics,67
,,Elem,4,6,Science,71
,,Elem,PK,3,English: Reading,
,,Elem,PK,3,Mathematics,
,,Elem,PK,6,English: Reading,73
,,Elem,PK,6,History & Social Sciences,67
,,Elem,PK,6,Mathematics,70
,,Elem,PK,6,Science,71
,,Elem,PK,6,English: Reading,89
,,Elem,PK,6,History & Social Sciences,97
,,Elem,PK,6,Mathematics,90
,,Elem,PK,6,Science,85
,,Elem,PK,6,English: Reading,79
,,Elem,PK,6,History & Social Sciences,92
,,Elem,PK,6,Mathematics,83
,,Elem,PK,6,Science,84
,,Middle,7,8,English: Reading,93
,,Middle,7,8,English: Writing,82
,,Middle,7,8,History & Social Sciences,98
,,Middle,7,8,Mathematics,94
,,Middle,7,8,Science,93
,,Elem,PK,6,English: Reading,81
,,Elem,PK,6,History & Social Sciences,90
,,Elem,PK,6,Mathematics,81
,,Elem,PK,6,Science,62
,,Middle,7,8,English: Reading,93
,,Middle,7,8,English: Writing,92
,,Middle,7,8,History & Social Sciences,97
,,Middle,7,8,Mathematics,93
,,Middle,7,8,Science,94
,,Elem,PK,6,English: Reading,75
,,Elem,PK,6,History & Social Sciences,65
,,Elem,PK,6,Mathematics,65
,,Elem,PK,6,Science,78
,,Middle,6,8,English: Reading,71
,,Middle,6,8,English: Writing,69
,,Middle,6,8,History & Social Sciences,76
,,Middle,6,8,Mathematics,69
,,Middle,6,8,Science,71
,,Elem,PK,5,English: Reading,76
,,Elem,PK,5,History & Social Sciences,88
,,Elem,PK,5,Mathematics,74
,,Elem,PK,5,Science,69
,,Elem,PK,6,English: Reading,54
,,Elem,PK,6,History & Social Sciences,88
,,Elem,PK,6,Mathematics,58
,,Elem,PK,6,Science,28
,,Elem,PK,6,English: Reading,98
,,Elem,PK,6,History & Social Sciences,100
,,Elem,PK,6,Mathematics,95
,,Elem,PK,6,Science,90
,,Elem,PK,6,English: Reading,86
,,Elem,PK,6,History & Social Sciences,88
,,Elem,PK,6,Mathematics,87
,,Elem,PK,6,Science,78
,,Elem,PK,6,English: Reading,94
,,Elem,PK,6,History & Social Sciences,98
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,96
,,Elem,PK,6,English: Reading,69
,,Elem,PK,6,History & Social Sciences,62
,,Elem,PK,6,Mathematics,75
,,Elem,PK,6,Science,59
,,Elem,PK,6,English: Reading,77
,,Elem,PK,6,History & Social Sciences,77
,,Elem,PK,6,Mathematics,81
,,Elem,PK,6,Science,82
,,Elem,PK,6,English: Reading,75
,,Elem,PK,6,History & Social Sciences,88
,,Elem,PK,6,Mathematics,78
,,Elem,PK,6,Science,85
,,Elem,PK,6,English: Reading,95
,,Elem,PK,6,History & Social Sciences,96
,,Elem,PK,6,Mathematics,96
,,Elem,PK,6,Science,96
,,Elem,PK,6,English: Reading,83
,,Elem,PK,6,History & Social Sciences,95
,,Elem,PK,6,Mathematics,85
,,Elem,PK,6,Science,82
,,Combined,7,12,English: Reading,84
,,Combined,7,12,English: Writing,80
,,Combined,7,12,History & Social Sciences,88
,,Combined,7,12,Mathematics,77
,,Combined,7,12,Science,79
,,Elem,PK,6,English: Reading,63
,,Elem,PK,6,History & Social Sciences,51
,,Elem,PK,6,Mathematics,61
,,Elem,PK,6,Science,56
,,High,9,12,English: Reading,93
,,High,9,12,English: Writing,89
,,High,9,12,History & Social Sciences,85
,,High,9,12,Mathematics,74
,,High,9,12,Science,77
,,Middle,7,8,English: Reading,73
,,Middle,7,8,English: Writing,65
,,Middle,7,8,History & Social Sciences,84
,,Middle,7,8,Mathematics,72
,,Middle,7,8,Science,73
,,Elem,PK,6,English: Reading,79
,,Elem,PK,6,History & Social Sciences,67
,,Elem,PK,6,Mathematics,70
,,Elem,PK,6,Science,67
,,Middle,6,8,English: Reading,76
,,Middle,6,8,English: Writing,69
,,Middle,6,8,History & Social Sciences,91
,,Middle,6,8,Mathematics,81
,,Middle,6,8,Science,76
,,Middle,7,8,English: Reading,85
,,Middle,7,8,English: Writing,76
,,Middle,7,8,History & Social Sciences,89
,,Middle,7,8,Mathematics,84
,,Middle,7,8,Science,84
,,Elem,PK,6,English: Reading,89
,,Elem,PK,6,History & Social Sciences,100
,,Elem,PK,6,Mathematics,90
,,Elem,PK,6,Science,88
,,Elem,PK,6,English: Reading,88
,,Elem,PK,6,History & Social Sciences,85
,,Elem,PK,6,Mathematics,85
,,Elem,PK,6,Science,84
,,Elem,PK,6,English: Reading,61
,,Elem,PK,6,History & Social Sciences,78
,,Elem,PK,6,Mathematics,65
,,Elem,PK,6,Science,59
,,Elem,PK,6,English: Reading,69
,,Elem,PK,6,History & Social Sciences,86
,,Elem,PK,6,Mathematics,77
,,Elem,PK,6,Science,71
,,Middle,7,8,English: Reading,91
,,Middle,7,8,English: Writing,88
,,Middle,7,8,History & Social Sciences,96
,,Middle,7,8,Mathematics,87
,,Middle,7,8,Science,91
,,Elem,PK,6,English: Reading,88
,,Elem,PK,6,History & Social Sciences,95
,,Elem,PK,6,Mathematics,89
,,Elem,PK,6,Science,85
,,Middle,7,8,English: Reading,82
,,Middle,7,8,English: Writing,74
,,Middle,7,8,History & Social Sciences,87
,,Middle,7,8,Mathematics,84
,,Middle,7,8,Science,80
,,Elem,PK,6,English: Reading,94
,,Elem,PK,6,History & Social Sciences,98
,,Elem,PK,6,Mathematics,96
,,Elem,PK,6,Science,91
,,Elem,PK,6,English: Reading,94
,,Elem,PK,6,History & Social Sciences,96
,,Elem,PK,6,Mathematics,94
,,Elem,PK,6,Science,92
,,Combined,PK,12,English: Reading,90
,,Combined,PK,12,English: Writing,90
,,Combined,PK,12,History & Social Sciences,83
,,Combined,PK,12,Mathematics,93
,,Combined,PK,12,Science,86
,,Middle,7,8,English: Reading,76
,,Middle,7,8,English: Writing,67
,,Middle,7,8,History & Social Sciences,82
,,Middle,7,8,Mathematics,71
,,Middle,7,8,Science,69
,,Combined,PK,12,English: Reading,86
,,Combined,PK,12,English: Writing,82
,,Combined,PK,12,History & Social Sciences,94
,,Combined,PK,12,Mathematics,89
,,Combined,PK,12,Science,95
,,Middle,7,8,English: Reading,92
,,Middle,7,8,English: Writing,92
,,Middle,7,8,History & Social Sciences,97
,,Middle,7,8,Mathematics,91
,,Middle,7,8,Science,93
,,Elem,4,6,English: Reading,86
,,Elem,4,6,History & Social Sciences,90
,,Elem,4,6,Mathematics,92
,,Elem,4,6,Science,87
,,Elem,PK,3,English: Reading,88
,,Elem,PK,3,Mathematics,78
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,90
,,Elem,PK,6,Mathematics,77
,,Elem,PK,6,Science,87
,,Combined,7,12,English: Reading,92
,,Combined,7,12,English: Writing,89
,,Combined,7,12,History & Social Sciences,95
,,Combined,7,12,Mathematics,90
,,Combined,7,12,Science,92
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,93
,,Elem,PK,6,Mathematics,84
,,Elem,PK,6,Science,78
,,High,9,12,English: Reading,98
,,High,9,12,English: Writing,97
,,High,9,12,History & Social Sciences,98
,,High,9,12,Mathematics,92
,,High,9,12,Science,97
,,Middle,7,8,English: Reading,87
,,Middle,7,8,English: Writing,82
,,Middle,7,8,History & Social Sciences,94
,,Middle,7,8,Mathematics,82
,,Middle,7,8,Science,86
,,Elem,PK,6,English: Reading,81
,,Elem,PK,6,History & Social Sciences,88
,,Elem,PK,6,Mathematics,82
,,Elem,PK,6,Science,82
,,Elem,PK,6,English: Reading,91
,,Elem,PK,6,History & Social Sciences,89
,,Elem,PK,6,Mathematics,90
,,Elem,PK,6,Science,88
,,High,9,12,English: Reading,87
,,High,9,12,English: Writing,84
,,High,9,12,History & Social Sciences,83
,,High,9,12,Mathematics,78
,,High,9,12,Science,75
,,Elem,PK,6,English: Reading,88
,,Elem,PK,6,History & Social Sciences,96
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,92
,,Elem,PK,6,English: Reading,90
,,Elem,PK,6,History & Social Sciences,100
,,Elem,PK,6,Mathematics,90
,,Elem,PK,6,Science,92
,,Middle,7,8,English: Reading,88
,,Middle,7,8,English: Writing,79
,,Middle,7,8,History & Social Sciences,93
,,Middle,7,8,Mathematics,95
,,Middle,7,8,Science,87
,,Elem,PK,6,English: Reading,86
,,Elem,PK,6,History & Social Sciences,94
,,Elem,PK,6,Mathematics,86
,,Elem,PK,6,Science,90
,,Elem,PK,6,English: Reading,79
,,Elem,PK,6,History & Social Sciences,92
,,Elem,PK,6,Mathematics,82
,,Elem,PK,6,Science,77
,,Middle,7,8,English: Reading,96
,,Middle,7,8,English: Writing,95
,,Middle,7,8,History & Social Sciences,99
,,Middle,7,8,Mathematics,97
,,Middle,7,8,Science,97
,,Elem,PK,6,English: Reading,80
,,Elem,PK,6,History & Social Sciences,76
,,Elem,PK,6,Mathematics,82
,,Elem,PK,6,Science,84
,,Elem,PK,6,English: Reading,66
,,Elem,PK,6,History & Social Sciences,86
,,Elem,PK,6,Mathematics,64
,,Elem,PK,6,Science,62
,,High,9,12,English: Reading,97
,,High,9,12,English: Writing,94
,,High,9,12,History & Social Sciences,95
,,High,9,12,Mathematics,89
,,High,9,12,Science,96
,,Elem,PK,6,English: Reading,95
,,Elem,PK,6,History & Social Sciences,97
,,Elem,PK,6,Mathematics,94
,,Elem,PK,6,Science,93
,,High,9,12,English: Reading,96
,,High,9,12,English: Writing,96
,,High,9,12,History & Social Sciences,96
,,High,9,12,Mathematics,92
,,High,9,12,Science,96
,,Elem,PK,6,English: Reading,85
,,Elem,PK,6,History & Social Sciences,82
,,Elem,PK,6,Mathematics,88
,,Elem,PK,6,Science,62
,,Elem,PK,5,English: Reading,79
,,Elem,PK,5,History & Social Sciences,92
,,Elem,PK,5,Mathematics,84
,,Elem,PK,5,Science,80
,,High,9,12,English: Reading,98
,,High,9,12,English: Writing,97
,,High,9,12,History & Social Sciences,96
,,High,9,12,Mathematics,91
,,High,9,12,Science,96
,,Elem,PK,6,English: Reading,87
,,Elem,PK,6,History & Social Sciences,97
,,Elem,PK,6,Mathematics,90
,,Elem,PK,6,Science,91
,,Elem,PK,6,English: Reading,92
,,Elem,PK,6,History & Social Sciences,99
,,Elem,PK,6,Mathematics,95
,,Elem,PK,6,Science,87
,,Elem,PK,6,English: Reading,64
,,Elem,PK,6,History & Social Sciences,76
,,Elem,PK,6,Mathematics,70
,,Elem,PK,6,Science,76
,,High,9,12,English: Reading,83
,,High,9,12,English: Writing,75
,,High,9,12,History & Social Sciences,77
,,High,9,12,Mathematics,65
,,High,9,12,Science,75
,,Elem,PK,6,English: Reading,58
,,Elem,PK,6,History & Social Sciences,52
,,Elem,PK,6,Mathematics,60
,,Elem,PK,6,Science,51
,,High,9,12,English: Reading,73
,,High,9,12,English: Writing,62
,,High,9,12,History & Social Sciences,76
,,High,9,12,Mathematics,75
,,High,9,12,Science,71
,,Elem,PK,6,English: Reading,92
,,Elem,PK,6,History & Social Sciences,100
,,Elem,PK,6,Mathematics,94
,,Elem,PK,6,Science,97
,,Elem,PK,6,English: Reading,79
,,Elem,PK,6,History & Social Sciences,91
,,Elem,PK,6,Mathematics,82
,,Elem,PK,6,Science,86
,,Elem,PK,5,English: Reading,79
,,Elem,PK,5,History & Social Sciences,91
,,Elem,PK,5,Mathematics,82
,,Elem,PK,5,Science,75
,,Elem,PK,6,English: Reading,94
,,Elem,PK,6,History & Social Sciences,92
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,97
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,88
,,Elem,PK,6,Mathematics,85
,,Elem,PK,6,Science,88
,,Elem,PK,6,English: Reading,93
,,Elem,PK,6,History & Social Sciences,94
,,Elem,PK,6,Mathematics,91
,,Elem,PK,6,Science,89
,,High,9,12,English: Reading,96
,,High,9,12,English: Writing,93
,,High,9,12,History & Social Sciences,95
,,High,9,12,Mathematics,90
,,High,9,12,Science,94
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,77
,,Elem,PK,6,Mathematics,84
,,Elem,PK,6,Science,84
,,Elem,PK,6,English: Reading,90
,,Elem,PK,6,History & Social Sciences,94
,,Elem,PK,6,Mathematics,89
,,Elem,PK,6,Science,86
,,Elem,PK,5,English: Reading,60
,,Elem,PK,5,History & Social Sciences,77
,,Elem,PK,5,Mathematics,64
,,Elem,PK,5,Science,58
,,Elem,PK,6,English: Reading,72
,,Elem,PK,6,History & Social Sciences,91
,,Elem,PK,6,Mathematics,85
,,Elem,PK,6,Science,83
,,Middle,6,8,English: Reading,72
,,Middle,6,8,English: Writing,54
,,Middle,6,8,History & Social Sciences,86
,,Middle,6,8,Mathematics,70
,,Middle,6,8,Science,70
,,Elem,PK,6,English: Reading,92
,,Elem,PK,6,History & Social Sciences,98
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,95
,,Elem,PK,6,English: Reading,89
,,Elem,PK,6,History & Social Sciences,92
,,Elem,PK,6,Mathematics,92
,,Elem,PK,6,Science,90
,,Elem,PK,6,English: Reading,78
,,Elem,PK,6,History & Social Sciences,87
,,Elem,PK,6,Mathematics,77
,,Elem,PK,6,Science,78
,,Elem,PK,6,English: Reading,87
,,Elem,PK,6,History & Social Sciences,95
,,Elem,PK,6,Mathematics,85
,,Elem,PK,6,Science,93
,,Elem,PK,6,English: Reading,70
,,Elem,PK,6,History & Social Sciences,75
,,Elem,PK,6,Mathematics,73
,,Elem,PK,6,Science,70
,,Combined,7,12,English: Reading,92
,,Combined,7,12,English: Writing,92
,,Combined,7,12,History & Social Sciences,93
,,Combined,7,12,Mathematics,91
,,Combined,7,12,Science,92
,,Middle,7,8,English: Reading,96
,,Middle,7,8,English: Writing,94
,,Middle,7,8,History & Social Sciences,98
,,Middle,7,8,Mathematics,95
,,Middle,7,8,Science,96
,,Elem,PK,6,English: Reading,84
,,Elem,PK,6,History & Social Sciences,92
,,Elem,PK,6,Mathematics,84
,,Elem,PK,6,Science,88
,,Elem,PK,6,English: Reading,68
,,Elem,PK,6,History & Social Sciences,76
,,Elem,PK,6,Mathematics,72
,,Elem,PK,6,Science,71
,,Middle,7,8,English: Reading,76
,,Middle,7,8,English: Writing,70
,,Middle,7,8,History & Social Sciences,87
,,Middle,7,8,Mathematics,73
,,Middle,7,8,Science,75
,,Elem,PK,6,English: Reading,95
,,Elem,PK,6,History & Social Sciences,94
,,Elem,PK,6,Mathematics,95
,,Elem,PK,6,Science,95
,,Elem,PK,6,English: Reading,65
,,Elem,PK,6,History & Social Sciences,53
,,Elem,PK,6,Mathematics,58
,,Elem,PK,6,Science,73
,,Elem,PK,6,English: Reading,91
,,Elem,PK,6,History & Social Sciences,89
,,Elem,PK,6,Mathematics,89
,,Elem,PK,6,Science,85
,,Elem,PK,6,English: Reading,81
,,Elem,PK,6,History & Social Sciences,91
,,Elem,PK,6,Mathematics,82
,,Elem,PK,6,Science,88
,,Elem,PK,6,English: Reading,89
,,Elem,PK,6,History & Social Sciences,93
,,Elem,PK,6,Mathematics,93
,,Elem,PK,6,Science,98
,,Elem,PK,5,English: Reading,72
,,Elem,PK,5,History & Social Sciences,79
,,Elem,PK,5,Mathematics,84
,,Elem,PK,5,Science,71
,,High,9,12,English: Reading,95
,,High,9,12,English: Writing,93
,,High,9,12,History & Social Sciences,90
,,High,9,12,Mathematics,88
,,High,9,12,Science,87
,,Middle,7,8,English: Reading,87
,,Middle,7,8,English: Writing,81
,,Middle,7,8,History & Social Sciences,92
,,Middle,7,8,Mathematics,88
,,Middle,7,8,Science,87
,,High,9,12,English: Reading,95
,,High,9,12,English: Writing,94
,,High,9,12,History & Social Sciences,88
,,High,9,12,Mathematics,76
,,High,9,12,Science,86
,,Elem,PK,6,English: Reading,98
,,Elem,PK,6,History & Social Sciences,100
,,Elem,PK,6,Mathematics,96
,,Elem,PK,6,Science,96
,,Elem,PK,6,English: Reading,93
,,Elem,PK,6,History & Social Sciences,98
,,Elem,PK,6,Mathematics,96
,,Elem,PK,6,Science,89
,,Elem,PK,6,English: Reading,86
,,Elem,PK,6,History & Social Sciences,96
,,Elem,PK,6,Mathematics,92
,,Elem,PK,6,Science,85
,,Middle,7,8,English: Reading,84
,,Middle,7,8,English: Writing,81
,,Middle,7,8,History & Social Sciences,92
,,Middle,7,8,Mathematics,90
,,Middle,7,8,Science,85
,,Elem,PK,6,English: Reading,88
,,Elem,PK,6,History & Social Sciences,83
,,Elem,PK,6,Mathematics,86
,,Elem,PK,6,Science,88
,,High,9,12,English: Reading,85
,,High,9,12,English: Writing,82
,,High,9,12,History & Social Sciences,78
,,High,9,12,Mathematics,78
,,High,9,12,Science,77
,,Elem,PK,6,English: Reading,93
,,Elem,PK,6,History & Social Sciences,98
,,Elem,PK,6,Mathematics,94
,,Elem,PK,6,Science,92
,,Elem,PK,6,English: Reading,90
,,Elem,PK,6,History & Social Sciences,91
,,Elem,PK,6,Mathematics,89
,,Elem,PK,6,Science,78
,,Elem,PK,6,English: Reading,79
,,Elem,PK,6,History & Social Sciences,85
,,Elem,PK,6,Mathematics,81
,,Elem,PK,6,Science,73
,,High,9,12,English: Reading,100
,,High,9,12,English: Writing,100
,,High,9,12,History & Social Sciences,100
,,High,9,12,Mathematics,100
