Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total
16,CAMPBELL CO PBLC SCHS,222,RUSTBURG HIGH,9,12,,,,,,,,,,,,,88,79,81,63,,311,,311
16,CAMPBELL CO PBLC SCHS,211,RUSTBURG MIDDLE,6,8,,,,,,,,,,90,95,77,,,,,,262,,262
16,CAMPBELL CO PBLC SCHS,60,TOMAHAWK ELEM,PK,5,19,,46,,43,34,50,45,37,,,,,,,,,274,,274
16,CAMPBELL CO PBLC SCHS,542,WILLIAM CAMPBELL HIGH,6,12,,,,,,,,,,37,34,36,43,38,31,30,,249,,249
16,CAMPBELL CO PBLC SCHS,710,YELLOW BRANCH ELEM,PK,5,22,,35,,39,44,34,39,34,,,,,,,,,247,,247
17,CAROLINE CO PBLC SCHS,620,BOWLING GREEN ELEM,PK,5,23,,75,,82,72,68,80,64,,,,,,,,,464,,464
17,CAROLINE CO PBLC SCHS,460,CAROLINE HIGH,9,12,,,,,,,,,,,,,146,134,118,122,,520,,520
17,CAROLINE CO PBLC SCHS,450,CAROLINE MIDDLE,6,8,,,,,,,,,,153,162,148,,,,,,463,,463
17,CAROLINE CO PBLC SCHS,9020,LEWIS & CLARK ELEM,PK,5,20,,62,,52,60,54,47,54,,,,,,,,,349,,349
17,CAROLINE CO PBLC SCHS,630,MADISON ELEM,PK,5,15,,43,,36,43,38,41,55,,,,,,,,,271,,271
18,CARROLL CO PBLC SCHS,1230,CARROLL COUNTY HIGH,9,12,,,,,,,,,,,,,137,156,127,107,,527,,527
18,CARROLL CO PBLC SCHS,450,CARROLL COUNTY MIDDLE,6,8,,,,,,,,,,150,143,158,,,,,,451,,451
18,CARROLL CO PBLC SCHS,1180,FANCY GAP ELEM,PK,5,,,,,,15,,11,,,,,,,,,,63,,63
18,CARROLL CO PBLC SCHS,1150,GLADESBORO ELEM,PK,5,12,,14,,,10,13,13,10,,,,,,,,,79,,79
18,CARROLL CO PBLC SCHS,1210,GLADEVILLE ELEM,PK,5,,,27,,22,26,26,27,22,,,,,,,,,158,,158
18,CARROLL CO PBLC SCHS,1170,HILLSVILLE ELEM,PK,5,40,,46,,38,53,51,42,51,,,,,,,,,321,,321
18,CARROLL CO PBLC SCHS,1160,LAUREL ELEM,PK,5,,,13,,20,25,19,30,19,,,,,,,,,135,,135
18,CARROLL CO PBLC SCHS,1130,OAKLAND ELEM,PK,5,14,,22,,19,21,25,11,17,,,,,,,,,129,,129
18,CARROLL CO PBLC SCHS,1110,ST PAUL,PK,7,12,,31,,32,30,34,36,27,22,12,,,,,,,236,,236
19,CHARLES CITY CO PBLC SCHS,80,CHARLES CITY CO ELEM,PK,6,18,,30,,38,32,26,35,41,48,,,,,,,,268,,268
19,CHARLES CITY CO PBLC SCHS,100,CHARLES CITY CO HIGH,7,12,,,,,,,,,,,28,38,44,23,32,30,,195,,195
20,CHARLOTTE CO PBLC SCHS,470,BACON DISTRICT ELEM,PK,5,,,19,,17,26,17,21,23,,,,,,,,,130,,130
20,CHARLOTTE CO PBLC SCHS,210,CENTRAL MIDDLE,6,8,,,,,,,,,,102,88,67,,,,,,257,,257
20,CHARLOTTE CO PBLC SCHS,100,EUREKA ELEM,PK,5,31,,52,,47,54,41,40,39,,,,,,,,,304,,304
20,CHARLOTTE CO PBLC SCHS,450,PHENIX ELEM,PK,5,,,22,,14,30,24,20,24,,,,,,,,,142,,142
20,CHARLOTTE CO PBLC SCHS,460,RANDOLPH-HENRY HIGH,9,12,,,,,,,,,,,,,79,71,65,62,,277,,277
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,100,BUFORD MIDDLE,7,8,,,,,,,,,,,148,155,,,,,,303,,303
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,70,BURNLEY-MORAN ELEM,PK,4,20,,39,,27,44,40,35,,,,,,,,,,205,,205
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,140,CHARLOTTESVILLE HIGH,9,12,,,,,,,,,,,,,194,147,141,150,,632,,632
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,50,CLARK ELEM,PK,4,25,,50,,49,53,46,44,,,,,,,,,,267,,267
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,90,GREENBRIER ELEM,PK,4,24,,30,,30,35,30,27,,,,,,,,,,176,,176
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,120,JACKSON-VIA ELEM,PK,4,25,,43,,43,45,50,36,,,,,,,,,,242,,242
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,10,JOHNSON ELEM,PK,4,42,,39,,40,41,49,28,,,,,,,,,,239,,239
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,40,VENABLE ELEM,PK,4,30,,16,,23,22,25,22,,,,,,,,,,138,,138
104,CHARLOTTESVILLE CITY PUBLIC SCHOOLS,110,WALKER UPPER ELEM,5,6,,,,,,,,,184,176,,,,,,,,360,,361
136,CHESAPEAKE CITY PUBLIC SCHOOLS,630,B M WILLIAMS PRIMARY,PK,2,53,,99,,142,120,,,,,,,,,,,,414,,414
136,CHESAPEAKE CITY PUBLIC SCHOOLS,860,BUTTS ROAD INT,3,5,,,,,,,20,18,20,,,,,,,,,58,,58
136,CHESAPEAKE CITY PUBLIC SCHOOLS,770,BUTTS ROAD PRIMARY,PK,2,,,14,,15,17,,,,,,,,,,,,48,,48
136,CHESAPEAKE CITY PUBLIC SCHOOLS,90,CAMELOT ELEM,PK,5,49,,60,,59,57,42,57,50,,,,,,,,,374,,374
136,CHESAPEAKE CITY PUBLIC SCHOOLS,900,CEDAR ROAD ELEM,PK,5,,,11,,14,25,29,25,27,,,,,,,,,131,,131
136,CHESAPEAKE CITY PUBLIC SCHOOLS,700,CRESTWOOD INTERMEDIATE,3,5,,,,,,,125,135,113,,,,,,,,,373,,373
136,CHESAPEAKE CITY PUBLIC SCHOOLS,560,CRESTWOOD MIDDLE,6,8,,,,,,,,,,95,93,67,,,,,,255,,255
136,CHESAPEAKE CITY PUBLIC SCHOOLS,660,DEEP CREEK CENTRAL ELEM,PK,5,,,19,,23,19,28,28,26,,,,,,,,,146,,146
136,CHESAPEAKE CITY PUBLIC SCHOOLS,210,DEEP CREEK ELEM,PK,5,,,27,,48,51,51,55,51,,,,,,,,,286,,286
136,CHESAPEAKE CITY PUBLIC SCHOOLS,100,DEEP CREEK HIGH,9,12,,,,,,,,,,,,,210,199,141,136,,686,,686
136,CHESAPEAKE CITY PUBLIC SCHOOLS,610,DEEP CREEK MIDDLE,6,8,,,,,,,,,,86,86,79,,,,,,251,,251
136,CHESAPEAKE CITY PUBLIC SCHOOLS,640,EDWIN W CHITTUM ELEM,PK,5,,,,,12,21,19,21,26,,,,,,,,,109,,109
136,CHESAPEAKE CITY PUBLIC SCHOOLS,720,G A TREAKLE ELEM,PK,5,,,48,,58,50,59,76,56,,,,,,,,,351,,351
136,CHESAPEAKE CITY PUBLIC SCHOOLS,50,GEORGE W CARVER INT,3,5,,,,,,,170,170,204,,,,,,,,,544,,544
136,CHESAPEAKE CITY PUBLIC SCHOOLS,820,GEORGETOWN PRIMARY,PK,3,59,,101,,111,117,127,,,,,,,,,,,515,,515
136,CHESAPEAKE CITY PUBLIC SCHOOLS,950,GRASSFIELD ELEM,PK,5,,,14,,27,21,25,33,19,,,,,,,,,139,,139
136,CHESAPEAKE CITY PUBLIC SCHOOLS,960,GRASSFIELD HIGH,9,12,,,,,,,,,,,,,81,68,53,50,,252,,252
136,CHESAPEAKE CITY PUBLIC SCHOOLS,120,GREAT BRIDGE HIGH,9,12,,,,,,,,,,,,,81,70,58,44,,253,,253
136,CHESAPEAKE CITY PUBLIC SCHOOLS,850,GREAT BRIDGE INT,3,5,,,,,,,48,35,37,,,,,,,,,120,,120
136,CHESAPEAKE CITY PUBLIC SCHOOLS,590,GREAT BRIDGE MIDDLE,6,8,,,,,,,,,,67,48,57,,,,,,172,,172
136,CHESAPEAKE CITY PUBLIC SCHOOLS,680,GREAT BRIDGE PRIMARY,PK,2,,,23,,29,39,,,,,,,,,,,,94,,94
136,CHESAPEAKE CITY PUBLIC SCHOOLS,870,GREENBRIER INT.,3,5,,,,,,,83,86,68,,,,,,,,,237,,237
136,CHESAPEAKE CITY PUBLIC SCHOOLS,972,GREENBRIER MIDDLE,6,8,,,,,,,,,,110,87,87,,,,,,284,,284
136,CHESAPEAKE CITY PUBLIC SCHOOLS,140,GREENBRIER PRIMARY,PK,2,,,41,,73,78,,,,,,,,,,,,193,,193
136,CHESAPEAKE CITY PUBLIC SCHOOLS,340,HICKORY ELEM,PK,5,,,22,,16,17,21,22,18,,,,,,,,,121,,121
136,CHESAPEAKE CITY PUBLIC SCHOOLS,890,HICKORY HIGH,9,12,,,,,,,,,,,,,42,30,27,25,,124,,124
136,CHESAPEAKE CITY PUBLIC SCHOOLS,280,HICKORY MIDDLE,6,8,,,,,,,,,,43,54,63,,,,,,160,,160
136,CHESAPEAKE CITY PUBLIC SCHOOLS,920,HUGO A OWENS MIDDLE,6,8,,,,,,,,,,125,122,119,,,,,,366,,366
136,CHESAPEAKE CITY PUBLIC SCHOOLS,830,INDIAN RIVER HIGH,9,12,,,,,,,,,,,,,245,202,156,126,,729,,729
136,CHESAPEAKE CITY PUBLIC SCHOOLS,710,INDIAN RIVER MIDDLE,6,8,,,,,,,,,,142,148,140,,,,,,430,,430
136,CHESAPEAKE CITY PUBLIC SCHOOLS,973,JOLLIFF MIDDLE,6,8,,,,,,,,,,55,84,75,,,,,,214,,214
136,CHESAPEAKE CITY PUBLIC SCHOOLS,160,NORFOLK HIGHLANDS PRIMARY,PK,3,,,30,,40,34,47,,,,,,,,,,,156,,156
136,CHESAPEAKE CITY PUBLIC SCHOOLS,80,OSCAR F SMITH HIGH,9,12,,,,,,,,,,,,,486,340,279,209,,1314,,1314
136,CHESAPEAKE CITY PUBLIC SCHOOLS,10,OSCAR SMITH MIDDLE,6,8,,,,,,,,,,326,310,313,,,,,,949,,949
136,CHESAPEAKE CITY PUBLIC SCHOOLS,730,PORTLOCK PRIMARY,PK,2,17,,146,,196,170,,,,,,,,,,,,529,,529
136,CHESAPEAKE CITY PUBLIC SCHOOLS,200,RENA B WRIGHT PRIMARY,PK,2,48,,115,,92,117,,,,,,,,,,,,372,,372
136,CHESAPEAKE CITY PUBLIC SCHOOLS,620,SOUTHEASTERN ELEM,PK,5,,,,,,12,14,19,12,,,,,,,,,73,,73
136,CHESAPEAKE CITY PUBLIC SCHOOLS,600,SOUTHWESTERN ELEM,PK,5,28,,55,,55,58,59,44,67,,,,,,,,,366,,366
136,CHESAPEAKE CITY PUBLIC SCHOOLS,750,SPARROW ROAD INTERMEDIATE,4,5,,,,,,,,146,157,,,,,,,,,303,,303
136,CHESAPEAKE CITY PUBLIC SCHOOLS,40,THURGOOD MARSHALL ELEM,PK,5,40,,86,,81,81,94,67,71,,,,,,,,,520,,520
136,CHESAPEAKE CITY PUBLIC SCHOOLS,971,TRUITT INTERMEDIATE,3,5,,,,,,,92,96,91,,,,,,,,,279,,279
136,CHESAPEAKE CITY PUBLIC SCHOOLS,840,WESTERN BRANCH HIGH,9,12,,,,,,,,,,,,,186,162,139,131,,618,,618
136,CHESAPEAKE CITY PUBLIC SCHOOLS,810,WESTERN BRANCH INT,3,5,,,,,,,96,90,83,,,,,,,,,269,,269
136,CHESAPEAKE CITY PUBLIC SCHOOLS,740,WESTERN BRANCH MIDDLE,6,8,,,,,,,,,,79,107,93,,,,,,279,,279
136,CHESAPEAKE CITY PUBLIC SCHOOLS,110,WESTERN BRANCH PRIMARY,PK,2,29,,36,,74,75,,,,,,,,,,,,214,,214
21,CHESTERFIELD CO PBLC SCHS,620,A M DAVIS ELEM,PK,5,34,,53,,74,54,52,65,54,,,,,,,,,386,,386
21,CHESTERFIELD CO PBLC SCHS,861,ALBERTA SMITH ELEM,PK,5,,,20,,19,16,20,23,23,,,,,,,,,121,,121
21,CHESTERFIELD CO PBLC SCHS,631,BAILEY BRIDGE MIDDLE,6,8,,,,,,,,,,122,123,109,,,,,,354,,354
21,CHESTERFIELD CO PBLC SCHS,660,BELLWOOD ELEM,PK,5,31,,60,,64,60,69,57,64,,,,,,,,,405,,405
21,CHESTERFIELD CO PBLC SCHS,430,BENSLEY ELEM,PK,5,36,,102,,104,109,98,97,99,,,,,,,,,645,,646
21,CHESTERFIELD CO PBLC SCHS,510,BETTIE WEAVER ELEM,PK,5,,,,,,,,,,,,,,,,,,15,,15
21,CHESTERFIELD CO PBLC SCHS,130,BEULAH ELEM,PK,5,15,,71,,56,81,72,69,68,,,,,,,,,432,,432
21,CHESTERFIELD CO PBLC SCHS,20,BON AIR ELEM,PK,5,,,31,,32,34,34,41,36,,,,,,,,,208,,208
21,CHESTERFIELD CO PBLC SCHS,50,C C WELLS ELEM,PK,5,,,15,,35,28,29,34,25,,,,,,,,,166,,166
21,CHESTERFIELD CO PBLC SCHS,492,C E CURTIS ELEM,PK,5,,,28,,48,37,46,58,59,,,,,,,,,281,,281
21,CHESTERFIELD CO PBLC SCHS,30,CARVER COLLEGE AND CAREER ACADEMY,9,12,,,,,,,,,,,,,33,42,36,27,,138,,138
21,CHESTERFIELD CO PBLC SCHS,420,CARVER MIDDLE,6,8,,,,,,,,,,165,163,123,,,,,,451,,451
21,CHESTERFIELD CO PBLC SCHS,150,CLOVER HILL ELEM,PK,5,,,,,14,19,26,29,27,,,,,,,,,122,,122
21,CHESTERFIELD CO PBLC SCHS,740,CLOVER HILL HIGH,9,12,,,,,,,,,,,,,118,108,84,83,,393,,393
21,CHESTERFIELD CO PBLC SCHS,840,COSBY HIGH,9,12,,,,,,,,,,,,,62,42,37,32,,173,,173
21,CHESTERFIELD CO PBLC SCHS,560,CRESTWOOD ELEM,PK,5,15,,47,,50,59,49,45,56,,,,,,,,,321,,321
21,CHESTERFIELD CO PBLC SCHS,480,ECOFF ELEM,PK,5,19,,54,,40,65,57,52,48,,,,,,,,,335,,335
21,CHESTERFIELD CO PBLC SCHS,870,ELIZABETH DAVIS MIDDLE,6,8,,,,,,,,,,149,134,144,,,,,,427,,428
21,CHESTERFIELD CO PBLC SCHS,850,ELIZABETH SCOTT ELEM,PK,5,17,,71,,97,80,79,77,67,,,,,,,,,488,,488
21,CHESTERFIELD CO PBLC SCHS,390,ENON ELEM,PK,5,,,18,,18,33,17,23,30,,,,,,,,,140,,140
21,CHESTERFIELD CO PBLC SCHS,350,ETTRICK ELEM,PK,5,27,,44,,69,60,79,59,75,,,,,,,,,413,,413
21,CHESTERFIELD CO PBLC SCHS,300,EVERGREEN ELEM,PK,5,,,39,,41,33,43,43,44,,,,,,,,,243,,243
21,CHESTERFIELD CO PBLC SCHS,590,FALLING CREEK ELEM,PK,5,40,,106,,89,97,97,89,90,,,,,,,,,608,,608
21,CHESTERFIELD CO PBLC SCHS,670,FALLING CREEK MIDDLE,6,8,,,,,,,,,,304,296,297,,,,,,897,,897
21,CHESTERFIELD CO PBLC SCHS,180,GRANGE HALL ELEM,PK,5,,,11,,11,19,21,15,16,,,,,,,,,93,,93
21,CHESTERFIELD CO PBLC SCHS,70,GREENFIELD ELEM,PK,5,,,21,,15,31,16,20,23,,,,,,,,,127,,127
21,CHESTERFIELD CO PBLC SCHS,460,HARROWGATE ELEM,PK,5,29,,57,,51,77,77,59,51,,,,,,,,,401,,401
21,CHESTERFIELD CO PBLC SCHS,60,HOPKINS ROAD ELEM,PK,5,32,,66,,61,72,64,57,82,,,,,,,,,434,,434
21,CHESTERFIELD CO PBLC SCHS,550,J A CHALKLEY ELEM,PK,5,62,,85,,93,111,116,120,116,,,,,,,,,703,,703
21,CHESTERFIELD CO PBLC SCHS,650,J B WATKINS ELEM,PK,5,,,22,,18,20,19,18,20,,,,,,,,,117,,117
21,CHESTERFIELD CO PBLC SCHS,500,J G HENING ELEM,PK,5,18,,60,,77,73,77,72,70,,,,,,,,,447,,447
21,CHESTERFIELD CO PBLC SCHS,400,JACOBS ROAD ELEM,PK,5,15,,42,,64,59,60,62,68,,,,,,,,,370,,370
21,CHESTERFIELD CO PBLC SCHS,770,JAMES RIVER HIGH,9,12,,,,,,,,,,,,,144,152,102,100,,498,,498
21,CHESTERFIELD CO PBLC SCHS,10,LLOYD C BIRD HIGH,9,12,,,,,,,,,,,,,250,211,160,166,,787,,787
21,CHESTERFIELD CO PBLC SCHS,632,MANCHESTER HIGH,9,12,,,,,,,,,,,,,159,159,117,119,,554,,556
21,CHESTERFIELD CO PBLC SCHS,600,MANCHESTER MIDDLE,6,8,,,,,,,,,,228,181,208,,,,,,617,,617
21,CHESTERFIELD CO PBLC SCHS,780,MARGUERITE F CHRISTIAN ELEM,PK,5,17,,44,,57,53,39,46,35,,,,,,,,,291,,291
21,CHESTERFIELD CO PBLC SCHS,370,MATOACA ELEM,PK,5,16,,32,,34,33,30,33,30,,,,,,,,,208,,208
21,CHESTERFIELD CO PBLC SCHS,530,MATOACA HIGH,9,12,,,,,,,,,,,,,137,154,126,103,,520,,520
21,CHESTERFIELD CO PBLC SCHS,110,MATOACA MIDDLE,6,8,,,,,,,,,,114,102,108,,,,,,324,,324
21,CHESTERFIELD CO PBLC SCHS,580,MEADOWBROOK HIGH,9,12,,,,,,,,,,,,,339,276,187,176,,978,,978
21,CHESTERFIELD CO PBLC SCHS,320,MIDLOTHIAN HIGH,9,12,,,,,,,,,,,,,41,43,31,27,,142,,142
21,CHESTERFIELD CO PBLC SCHS,40,MIDLOTHIAN MIDDLE,6,8,,,,,,,,,,41,38,37,,,,,,116,,116
21,CHESTERFIELD CO PBLC SCHS,280,MONACAN HIGH,9,12,,,,,,,,,,,,,95,106,86,65,,352,,352
21,CHESTERFIELD CO PBLC SCHS,360,O B GATES ELEM,PK,5,,,20,,38,33,21,28,24,,,,,,,,,170,,170
21,CHESTERFIELD CO PBLC SCHS,380,PROVIDENCE ELEM,PK,5,26,,53,,38,55,56,62,42,,,,,,,,,332,,332
21,CHESTERFIELD CO PBLC SCHS,690,PROVIDENCE MIDDLE,6,8,,,,,,,,,,173,166,144,,,,,,483,,483
21,CHESTERFIELD CO PBLC SCHS,700,REAMS ROAD ELEM,PK,5,21,,40,,50,38,40,52,38,,,,,,,,,279,,279
21,CHESTERFIELD CO PBLC SCHS,730,ROBIOUS ELEM,PK,5,,,10,,,13,,15,15,,,,,,,,,70,,70
21,CHESTERFIELD CO PBLC SCHS,760,ROBIOUS MIDDLE,6,8,,,,,,,,,,82,106,87,,,,,,275,,275
21,CHESTERFIELD CO PBLC SCHS,720,SALEM CHURCH ELEM,PK,5,13,,39,,49,48,64,44,48,,,,,,,,,305,,305
21,CHESTERFIELD CO PBLC SCHS,722,SALEM CHURCH MIDDLE,6,8,,,,,,,,,,191,162,155,,,,,,508,,509
21,CHESTERFIELD CO PBLC SCHS,800,SPRING RUN ELEM,PK,5,,,13,,26,29,25,23,34,,,,,,,,,150,,150
21,CHESTERFIELD CO PBLC SCHS,340,SWIFT CREEK ELEM,PK,5,,,13,,17,15,15,17,20,,,,,,,,,97,,97
21,CHESTERFIELD CO PBLC SCHS,270,SWIFT CREEK MIDDLE,6,8,,,,,,,,,,62,69,66,,,,,,197,,197
21,CHESTERFIELD CO PBLC SCHS,410,THELMA CRENSHAW ELEM,PK,5,12,,40,,35,54,50,63,57,,,,,,,,,311,,311
21,CHESTERFIELD CO PBLC SCHS,610,THOMAS DALE HIGH,9,12,,,,,,,,,,,,,226,186,147,120,,679,,682
21,CHESTERFIELD CO PBLC SCHS,880,TOMAHAWK CREEK MIDDLE ,6,8,,,,,,,,,,50,47,43,,,,,,140,,140
21,CHESTERFIELD CO PBLC SCHS,290,W W GORDON ELEM,PK,5,,,10,,,12,,13,,,,,,,,,,55,,55
21,CHESTERFIELD CO PBLC SCHS,860,WINTERPOCK ELEM,PK,5,,,,,,12,,12,17,,,,,,,,,61,,61
21,CHESTERFIELD CO PBLC SCHS,440,WOOLRIDGE ELEM,PK,5,,,,,15,12,11,12,10,,,,,,,,,69,,69
22,CLARKE CO PBLC SCHS,250,BOYCE ELEM,KG,5,,,13,,14,18,10,15,13,,,,,,,,,83,,83
22,CLARKE CO PBLC SCHS,10,CLARKE COUNTY HIGH,9,12,,,,,,,,,,,,,27,29,14,21,,91,,91
22,CLARKE CO PBLC SCHS,290,D G COOLEY ELEM,PK,5,10,,18,,19,10,20,22,19,,,,,,,,,118,,118
22,CLARKE CO PBLC SCHS,280,JOHNSON-WILLIAMS MIDDLE,6,8,,,,,,,,,,26,27,34,,,,,,87,,87
202,COLONIAL BEACH PUBLIC SCHOOLS,22,COLONIAL BEACH ELEM,PK,7,13,,24,,28,28,30,22,27,27,33,,,,,,,232,,232
202,COLONIAL BEACH PUBLIC SCHOOLS,21,COLONIAL BEACH HIGH,8,12,,,,,,,,,,,,28,21,32,34,36,,151,,151
106,COLONIAL HEIGHTS CITY PUBLIC SCHOOLS,40,COLONIAL HEIGHTS HIGH,9,12,,,,,,,,,,,,,113,84,79,76,,352,,352
106,COLONIAL HEIGHTS CITY PUBLIC SCHOOLS,20,COLONIAL HEIGHTS MIDDLE,6,8,,,,,,,,,,104,94,121,,,,,,319,,319
106,COLONIAL HEIGHTS CITY PUBLIC SCHOOLS,50,LAKEVIEW ELEM,PK,5,16,,31,,44,39,39,28,26,,,,,,,,,223,,223
106,COLONIAL HEIGHTS CITY PUBLIC SCHOOLS,30,NORTH ELEM,KG,5,,,31,,36,43,39,30,31,,,,,,,,,214,,214
106,COLONIAL HEIGHTS CITY PUBLIC SCHOOLS,60,TUSSING ELEM,PK,5,,,58,,40,43,55,53,48,,,,,,,,,298,,298
107,COVINGTON CITY PUBLIC SCHOOLS,350,COVINGTON HIGH,8,12,,,,,,,,,,,,38,35,46,31,23,,173,,173
107,COVINGTON CITY PUBLIC SCHOOLS,260,EDGEMONT PRIMARY,PK,3,,,,,,,30,,,,,,,,,,,52,,52
107,COVINGTON CITY PUBLIC SCHOOLS,360,JETER-WATSON INTERMEDIATE,4,7,,,,,,,,39,38,28,33,,,,,,,138,,138
23,CRAIG CO PBLC SCHS,11,CRAIG COUNTY HIGH,6,12,,,,,,,,,,19,24,19,28,19,33,17,,159,,159
23,CRAIG CO PBLC SCHS,10,MCCLEARY ELEM,PK,5,,,19,,23,24,27,29,17,,,,,,,,,145,,145
24,CULPEPER CO PBLC SCHS,240,A G RICHARDSON ELEM,PK,5,16,,35,,44,32,45,36,38,,,,,,,,,246,,246
24,CULPEPER CO PBLC SCHS,480,CULPEPER COUNTY HIGH,9,12,,,,,,,,,,,,,118,109,87,84,,398,,398
24,CULPEPER CO PBLC SCHS,20,CULPEPER MIDDLE,6,8,,,,,,,,,,141,140,112,,,,,,393,,393
24,CULPEPER CO PBLC SCHS,50,EASTERN VIEW HIGH,9,12,,,,,,,,,,,,,165,136,116,87,,504,,504
24,CULPEPER CO PBLC SCHS,450,EMERALD HILL ELEM,PK,5,20,,36,,31,32,30,35,39,,,,,,,,,223,,223
24,CULPEPER CO PBLC SCHS,470,FARMINGTON ELEM,PK,5,,,49,,47,66,67,58,61,,,,,,,,,348,,348
24,CULPEPER CO PBLC SCHS,581,FLOYD T BINNS MIDDLE,6,8,,,,,,,,,,120,136,97,,,,,,353,,353
24,CULPEPER CO PBLC SCHS,582,GALBREATH-MARSHALL BLDG,PK,PK,,,,,,,,,,,,,,,,,,,,
24,CULPEPER CO PBLC SCHS,10,PEARL SAMPLE ELEM,PK,5,44,,42,,47,62,70,66,58,,,,,,,,,389,,389
24,CULPEPER CO PBLC SCHS,460,SYCAMORE PARK ELEM,PK,5,,,64,,65,58,89,74,69,,,,,,,,,427,,427
24,CULPEPER CO PBLC SCHS,40,YOWELL ELEM,PK,5,13,,51,,53,48,52,53,68,,,,,,,,,338,,338
25,CUMBERLAND CO PBLC SCHS,140,CUMBERLAND ELEM,PK,4,11,,41,,57,58,71,70,,,,,,,,,,308,,308
25,CUMBERLAND CO PBLC SCHS,151,CUMBERLAND HIGH,9,12,,,,,,,,,,,,,72,86,53,48,,259,,259
25,CUMBERLAND CO PBLC SCHS,152,CUMBERLAND MIDDLE,5,8,,,,,,,,,74,64,66,66,,,,,,270,,270
108,DANVILLE CITY PUBLIC SCHOOLS,490,E. A. GIBSON ELEM,KG,5,,,48,,58,60,56,57,47,,,,,,,,,326,,326
108,DANVILLE CITY PUBLIC SCHOOLS,20,FOREST HILLS ELEM,KG,5,,,13,,17,15,17,14,16,,,,,,,,,92,,92
108,DANVILLE CITY PUBLIC SCHOOLS,190,G.L.H. JOHNSON ELEM,KG,5,,,35,,55,51,48,50,47,,,,,,,,,286,,286
108,DANVILLE CITY PUBLIC SCHOOLS,1374,GALILEO MAGNET HIGH,9,12,,,,,,,,,,,,,33,23,18,11,,85,,85
108,DANVILLE CITY PUBLIC SCHOOLS,210,GEORGE WASHINGTON HIGH,9,12,,,,,,,,,,,,,170,163,111,60,,504,,504
108,DANVILLE CITY PUBLIC SCHOOLS,200,GROVE PARK PRESCHOOL,PK,PK,44,,,,,,,,,,,,,,,,,44,,44
108,DANVILLE CITY PUBLIC SCHOOLS,139,LANGSTON FOCUS,9,12,,,,,,,,,,,,,13,23,,,,44,,44
108,DANVILLE CITY PUBLIC SCHOOLS,260,O. TRENT BONNER MIDDLE,6,8,,,,,,,,,,139,97,88,,,,,,324,,324
108,DANVILLE CITY PUBLIC SCHOOLS,250,PARK AVENUE ELEM,KG,5,,,27,,34,45,34,34,40,,,,,,,,,214,,214
108,DANVILLE CITY PUBLIC SCHOOLS,40,SCHOOLFIELD ELEM,KG,5,,,55,,58,55,70,53,56,,,,,,,,,347,,347
108,DANVILLE CITY PUBLIC SCHOOLS,30,THE NORTHSIDE PRESCHOOL,PK,PK,57,,,,,,,,,,,,,,,,,57,,57
108,DANVILLE CITY PUBLIC SCHOOLS,1372,WESTWOOD MIDDLE,6,8,,,,,,,,,,88,94,77,,,,,,259,,259
108,DANVILLE CITY PUBLIC SCHOOLS,220,WOODBERRY HILLS ELEM,KG,5,,,37,,39,48,40,38,27,,,,,,,,,229,,229
917,DEPARTMENT OF JUVENILE JUSTICE,101,YVONNE B. MILLER HIGH SCHOOL,6,12,,,,,,,,,,,,,34,68,62,57,,222,,222
26,DICKENSON CO PBLC SCHS,20,CLINTWOOD ELEM,PK,5,21,,52,,46,49,41,60,48,,,,,,,,,317,,317
26,DICKENSON CO PBLC SCHS,530,ERVINTON ELEM,PK,5,11,,15,,15,19,16,12,19,,,,,,,,,107,,107
26,DICKENSON CO PBLC SCHS,275,RIDGEVIEW HIGH SCHOOL,9,12,,,,,,,,,,,,,106,95,100,96,,397,,397
26,DICKENSON CO PBLC SCHS,280,RIDGEVIEW MIDDLE SCHOOL,6,8,,,,,,,,,,97,118,90,,,,,,305,,305
26,DICKENSON CO PBLC SCHS,860,SANDLICK ELEM,PK,5,28,,47,,37,50,38,36,43,,,,,,,,,279,,279
27,DINWIDDIE CO PBLC SCHS,310,DINWIDDIE ELEM,KG,5,,,21,,23,34,22,27,28,,,,,,,,,155,,155
27,DINWIDDIE CO PBLC SCHS,500,DINWIDDIE HIGH,9,12,,,,,,,,,,,,,201,146,112,131,,590,,590
27,DINWIDDIE CO PBLC SCHS,471,DINWIDDIE MIDDLE,6,8,,,,,,,,,,162,158,159,,,,,,479,,479
27,DINWIDDIE CO PBLC SCHS,250,MIDWAY ELEM,KG,5,,,22,,17,31,28,27,34,,,,,,,,,159,,159
